isin,name,fee,geography,strategy,risk,5y_sharpe
34411,Simulated Security 34411,0.011,United States,Income,High,0.300542336
34412,Simulated Security 34412,0.019,United States,Growth,Medium,0.682474511
34413,Simulated Security 34413,0.002,United States,Balanced,High,3.107509892
34414,Simulated Security 34414,0.015,Canada,Growth,Medium,0.281128053
34415,Simulated Security 34415,0.002,United States,Value,High,-1.500329002
34416,Simulated Security 34416,0.01,Canada,Income,High,1.487978178
34417,Simulated Security 34417,0.017,United States,Income,Medium,6.084732089
34418,Simulated Security 34418,0.006,United States,Balanced,Low,-2.944505169
34419,Simulated Security 34419,0.004,Canada,Value,Low,1.774492486
34420,Simulated Security 34420,0.019,Canada,Balanced,Medium,-1.262481905
34421,Simulated Security 34421,0.009,Canada,Value,Low,3.963687613
34422,Simulated Security 34422,0.018,Canada,Growth,Medium,9.665977715
34423,Simulated Security 34423,0.012,United States,Value,Low,0.337439709
34424,Simulated Security 34424,0.016,Canada,Value,Medium,3.627097286
34425,Simulated Security 34425,0.012,Canada,Value,Low,2.447196566
34426,Simulated Security 34426,0.007,Canada,Income,Medium,5.341505459
34427,Simulated Security 34427,0.016,United States,Value,Low,1.15894981
34428,Simulated Security 34428,0.005,Canada,Value,Low,3.484857697
34429,Simulated Security 34429,0.012,Canada,Growth,High,1.710171631
34430,Simulated Security 34430,0.016,United States,Growth,Low,14.87543191
34431,Simulated Security 34431,0.015,United States,Value,High,-1.367212269
34432,Simulated Security 34432,0.015,Canada,Growth,High,-1.509136607
34433,Simulated Security 34433,0.001,United States,Income,Low,3.783210637
34434,Simulated Security 34434,0.012,United States,Income,High,-2.159127488
34435,Simulated Security 34435,0.001,United States,Growth,Medium,1.098416001
34436,Simulated Security 34436,0.004,United States,Value,Low,0.809221004
34437,Simulated Security 34437,0.014,Canada,Value,Low,10.13444793
34438,Simulated Security 34438,0.018,Canada,Income,Medium,-2.628476864
34439,Simulated Security 34439,0.006,United States,Balanced,Low,-0.851258927
34440,Simulated Security 34440,0.013,Canada,Value,Medium,1.696307847
34441,Simulated Security 34441,0.011,Canada,Value,Medium,-0.067093237
34442,Simulated Security 34442,0.015,Canada,Balanced,High,0.36537217
34443,Simulated Security 34443,0.018,Canada,Growth,Medium,8.306016339
34444,Simulated Security 34444,0.007,United States,Balanced,Low,0.715037262
34445,Simulated Security 34445,0.019,Canada,Income,High,-1.879512313
34446,Simulated Security 34446,0.002,United States,Growth,Medium,1.378713885
34447,Simulated Security 34447,0.01,United States,Balanced,High,8.200555691
34448,Simulated Security 34448,0.014,Canada,Growth,Low,-3.256737239
34449,Simulated Security 34449,0.019,United States,Value,Medium,15.35542258
34450,Simulated Security 34450,0.019,Canada,Balanced,High,0.466467954
34451,Simulated Security 34451,0.018,Canada,Growth,High,-1.933239659
34452,Simulated Security 34452,0.01,United States,Income,Low,-0.588701635
34453,Simulated Security 34453,0.009,United States,Value,Medium,2.447026161
34454,Simulated Security 34454,0.002,Canada,Value,Low,6.468393207
34455,Simulated Security 34455,0.003,Canada,Value,Low,-5.041685123
34456,Simulated Security 34456,0.018,Canada,Growth,High,4.019841191
34457,Simulated Security 34457,0.006,United States,Growth,High,3.854983443
34458,Simulated Security 34458,0.012,United States,Income,Medium,-1.092179986
34459,Simulated Security 34459,0.019,United States,Balanced,Low,11.23243222
34460,Simulated Security 34460,0.002,Canada,Value,Medium,-1.892847404
34461,Simulated Security 34461,0.004,Canada,Value,High,-3.499761963
34462,Simulated Security 34462,0.008,Canada,Growth,Low,2.333526417
34463,Simulated Security 34463,0.011,United States,Income,Medium,0.313094348
34464,Simulated Security 34464,0.017,United States,Balanced,High,-0.967910286
34465,Simulated Security 34465,0.002,Canada,Growth,High,-2.045071991
34466,Simulated Security 34466,0.013,United States,Income,High,1.106817287
34467,Simulated Security 34467,0.016,United States,Income,Medium,6.061830606
34468,Simulated Security 34468,0.002,United States,Value,High,0.274129233
34469,Simulated Security 34469,0.004,Canada,Growth,Medium,2.943811873
34470,Simulated Security 34470,0.017,United States,Value,Medium,-1.666159137
34471,Simulated Security 34471,0.007,Canada,Balanced,Medium,0.422864256
34472,Simulated Security 34472,0.001,Canada,Balanced,Low,-1.106172787
34473,Simulated Security 34473,0.005,Canada,Growth,Medium,-1.398130216
34474,Simulated Security 34474,0.008,United States,Value,Medium,-0.200737152
34475,Simulated Security 34475,0.009,Canada,Value,Low,0.529751393
34476,Simulated Security 34476,0.017,Canada,Growth,High,0.592237005
34477,Simulated Security 34477,0.006,United States,Growth,Medium,-2.083053627
34478,Simulated Security 34478,0.006,United States,Value,High,-2.667280132
34479,Simulated Security 34479,0.013,Canada,Income,Medium,15.70420956
34480,Simulated Security 34480,0,United States,Balanced,Low,-5.391385869
34481,Simulated Security 34481,0.006,Canada,Income,Medium,-0.613825585
34482,Simulated Security 34482,0.017,United States,Balanced,Medium,1.358536045
34483,Simulated Security 34483,0.017,Canada,Balanced,Medium,-2.380534679
34484,Simulated Security 34484,0.012,Canada,Balanced,Medium,4.19752227
34485,Simulated Security 34485,0.009,Canada,Balanced,High,7.471569546
34486,Simulated Security 34486,0.017,Canada,Income,High,6.407099208
34487,Simulated Security 34487,0.009,United States,Income,Low,3.855506598
34488,Simulated Security 34488,0.009,United States,Income,High,0.194044853
34489,Simulated Security 34489,0.016,United States,Income,Medium,9.399634355
34490,Simulated Security 34490,0.004,United States,Value,High,5.649072779
34491,Simulated Security 34491,0.013,Canada,Growth,Low,2.244738995
34492,Simulated Security 34492,0.003,United States,Growth,Medium,4.103317693
34493,Simulated Security 34493,0.006,United States,Value,Medium,2.046542133
34494,Simulated Security 34494,0.002,Canada,Balanced,High,2.089515677
34495,Simulated Security 34495,0.013,Canada,Growth,Medium,19.70896451
34496,Simulated Security 34496,0.019,United States,Value,High,-2.335814072
34497,Simulated Security 34497,0.008,Canada,Income,High,2.668797307
34498,Simulated Security 34498,0.002,United States,Growth,High,2.288337347
34499,Simulated Security 34499,0.006,United States,Growth,Low,4.053072441
34500,Simulated Security 34500,0.003,United States,Value,Medium,5.326946597
34501,Simulated Security 34501,0.001,Canada,Value,Medium,0.021768044
34502,Simulated Security 34502,0.001,Canada,Value,High,1.580225901
34503,Simulated Security 34503,0.015,Canada,Income,Low,-1.774694761
34504,Simulated Security 34504,0.006,United States,Growth,High,0.683756411
34505,Simulated Security 34505,0.006,United States,Income,Medium,3.554989632
34506,Simulated Security 34506,0.003,United States,Value,Low,-1.819817959
34507,Simulated Security 34507,0.012,Canada,Value,High,-1.798820509
34508,Simulated Security 34508,0.004,Canada,Growth,Medium,1.856543335
34509,Simulated Security 34509,0.007,United States,Value,High,-3.301380713
34510,Simulated Security 34510,0.014,Canada,Income,Low,-2.297976138
34511,Simulated Security 34511,0.002,United States,Value,High,6.319834585
34512,Simulated Security 34512,0.019,Canada,Growth,Medium,3.956087392
34513,Simulated Security 34513,0.018,United States,Value,Medium,10.49640717
34514,Simulated Security 34514,0.012,Canada,Balanced,Medium,2.612047652
34515,Simulated Security 34515,0.001,Canada,Value,Medium,-4.848489649
34516,Simulated Security 34516,0.006,Canada,Value,Low,5.198798649
34517,Simulated Security 34517,0.008,Canada,Value,Low,1.497424594
34518,Simulated Security 34518,0.006,Canada,Value,Low,9.391239033
34519,Simulated Security 34519,0.006,Canada,Value,Low,2.855526272
34520,Simulated Security 34520,0.012,Canada,Income,Low,-2.335981086
34521,Simulated Security 34521,0.011,United States,Income,Low,4.270475511
34522,Simulated Security 34522,0.014,United States,Value,High,-1.401365966
34523,Simulated Security 34523,0.01,Canada,Income,High,6.979512075
34524,Simulated Security 34524,0.01,United States,Income,High,-1.398245008
34525,Simulated Security 34525,0.016,United States,Income,High,1.325318456
34526,Simulated Security 34526,0.004,United States,Income,High,0.387509516
34527,Simulated Security 34527,0.019,United States,Growth,Medium,15.04481426
34528,Simulated Security 34528,0.004,United States,Value,Medium,-0.082815821
34529,Simulated Security 34529,0.004,Canada,Balanced,Low,-1.03831032
34530,Simulated Security 34530,0.02,Canada,Value,Medium,-2.773661715
34531,Simulated Security 34531,0.007,Canada,Balanced,Medium,1.439112364
34532,Simulated Security 34532,0.01,Canada,Balanced,Low,-0.237317053
34533,Simulated Security 34533,0.013,Canada,Growth,High,1.784416677
34534,Simulated Security 34534,0.008,United States,Growth,High,6.840266673
34535,Simulated Security 34535,0.008,United States,Income,High,1.653272736
34536,Simulated Security 34536,0.015,United States,Growth,High,-2.70451279
34537,Simulated Security 34537,0.002,United States,Income,High,1.467969765
34538,Simulated Security 34538,0.015,United States,Growth,Medium,4.957260161
34539,Simulated Security 34539,0.002,United States,Balanced,Medium,0.872129425
34540,Simulated Security 34540,0.003,Canada,Balanced,High,0.753364018
34541,Simulated Security 34541,0.001,Canada,Growth,Medium,4.561034287
34542,Simulated Security 34542,0.018,United States,Balanced,Low,5.508163571
34543,Simulated Security 34543,0.009,Canada,Value,Medium,2.075223477
34544,Simulated Security 34544,0.001,Canada,Balanced,High,0.925103836
34545,Simulated Security 34545,0.008,Canada,Income,Low,-4.849140481
34546,Simulated Security 34546,0.018,United States,Income,Low,-1.509570963
34547,Simulated Security 34547,0.01,United States,Growth,Low,-0.713019272
34548,Simulated Security 34548,0.004,United States,Growth,High,4.201489157
34549,Simulated Security 34549,0.01,United States,Growth,High,0.986907696
34550,Simulated Security 34550,0.01,United States,Growth,Low,3.042787037
34551,Simulated Security 34551,0.01,United States,Growth,High,1.915860546
34552,Simulated Security 34552,0.002,United States,Growth,High,-1.640639645
34553,Simulated Security 34553,0.001,United States,Income,Medium,-1.158052999
34554,Simulated Security 34554,0.012,United States,Balanced,Medium,3.373194396
34555,Simulated Security 34555,0.02,Canada,Value,Medium,3.987104427
34556,Simulated Security 34556,0.015,Canada,Value,High,0.727993401
34557,Simulated Security 34557,0.016,Canada,Growth,Medium,0.454480993
34558,Simulated Security 34558,0.02,United States,Balanced,Medium,-1.027444309
34559,Simulated Security 34559,0.006,Canada,Value,Medium,2.064359058
34560,Simulated Security 34560,0.002,Canada,Balanced,Medium,-2.913708845
34561,Simulated Security 34561,0.008,Canada,Balanced,Medium,-3.299063962
34562,Simulated Security 34562,0.005,Canada,Balanced,Medium,0.986169791
34563,Simulated Security 34563,0.016,Canada,Value,Low,5.723850125
34564,Simulated Security 34564,0.008,Canada,Income,Low,0.659207245
34565,Simulated Security 34565,0.009,United States,Growth,Medium,-3.710295385
34566,Simulated Security 34566,0.018,United States,Value,Low,9.83679471
34567,Simulated Security 34567,0.014,Canada,Growth,High,0.152251001
34568,Simulated Security 34568,0.011,United States,Growth,Medium,-0.107027456
34569,Simulated Security 34569,0.007,United States,Balanced,High,-1.097598309
34570,Simulated Security 34570,0.02,Canada,Income,Medium,0.020155611
34571,Simulated Security 34571,0.002,United States,Balanced,High,5.007212492
34572,Simulated Security 34572,0.016,Canada,Growth,Low,-1.758052817
34573,Simulated Security 34573,0.003,United States,Income,Medium,3.712878307
34574,Simulated Security 34574,0.015,United States,Value,Low,-1.899130793
34575,Simulated Security 34575,0.001,Canada,Balanced,High,-2.765675022
34576,Simulated Security 34576,0.018,Canada,Growth,Low,3.878029981
34577,Simulated Security 34577,0.005,United States,Growth,Low,-3.29515665
34578,Simulated Security 34578,0.012,United States,Growth,High,-0.293585699
34579,Simulated Security 34579,0.002,United States,Growth,High,5.147351404
34580,Simulated Security 34580,0.011,United States,Income,High,-0.228644992
34581,Simulated Security 34581,0.011,United States,Growth,Medium,7.952111372
34582,Simulated Security 34582,0.002,United States,Balanced,High,3.015679544
34583,Simulated Security 34583,0.005,Canada,Income,Medium,3.378388233
34584,Simulated Security 34584,0.02,United States,Balanced,High,8.528718613
34585,Simulated Security 34585,0.008,Canada,Income,Medium,-3.354510176
34586,Simulated Security 34586,0.003,United States,Value,High,3.918159811
34587,Simulated Security 34587,0.008,Canada,Income,Low,4.376928546
34588,Simulated Security 34588,0.004,United States,Value,Low,4.786889076
34589,Simulated Security 34589,0.007,Canada,Balanced,Medium,1.159078527
34590,Simulated Security 34590,0.004,Canada,Balanced,Low,0.579707954
34591,Simulated Security 34591,0.011,Canada,Growth,Low,7.88586564
34592,Simulated Security 34592,0.012,United States,Growth,High,1.099820102
34593,Simulated Security 34593,0.018,United States,Growth,High,-1.449171043
34594,Simulated Security 34594,0.019,United States,Growth,High,-0.560779841
34595,Simulated Security 34595,0.012,United States,Growth,Medium,2.274547606
34596,Simulated Security 34596,0.002,United States,Value,Low,1.129992642
34597,Simulated Security 34597,0.001,Canada,Value,Medium,-1.144545597
34598,Simulated Security 34598,0.002,Canada,Value,High,-4.560897522
34599,Simulated Security 34599,0.007,Canada,Growth,High,0.16614325
34600,Simulated Security 34600,0.015,United States,Growth,Low,-2.087428668
34601,Simulated Security 34601,0.005,United States,Balanced,High,-2.966991932
34602,Simulated Security 34602,0.018,Canada,Income,Low,3.021356542
34603,Simulated Security 34603,0,United States,Balanced,Low,-0.562753699
34604,Simulated Security 34604,0.015,Canada,Value,Low,-0.937581661
34605,Simulated Security 34605,0.003,Canada,Growth,Low,0.598713311
34606,Simulated Security 34606,0.012,United States,Income,Medium,0.923364255
34607,Simulated Security 34607,0.013,United States,Balanced,Medium,-0.04169425
34608,Simulated Security 34608,0.012,Canada,Value,Medium,1.79501872
34609,Simulated Security 34609,0.012,Canada,Value,High,-0.520620095
34610,Simulated Security 34610,0.008,Canada,Growth,High,-0.269150472
34611,Simulated Security 34611,0.007,United States,Income,Medium,2.922542204
34612,Simulated Security 34612,0.006,United States,Balanced,High,0.967732569
34613,Simulated Security 34613,0.002,Canada,Growth,High,2.31866735
34614,Simulated Security 34614,0.003,United States,Income,High,-0.166315979
34615,Simulated Security 34615,0.02,United States,Growth,Low,1.507726615
34616,Simulated Security 34616,0.001,United States,Value,Low,-0.144990718
34617,Simulated Security 34617,0.003,Canada,Balanced,High,2.141570358
34618,Simulated Security 34618,0.02,Canada,Income,Low,-0.289980608
34619,Simulated Security 34619,0.013,United States,Income,Low,2.532580864
34620,Simulated Security 34620,0.011,United States,Value,Low,0.139207889
